species	type_var	chromosome	start	end	gff_upmost_parent	gene_name	Scerevisiae_orthologs	selection_score_S	fdr_p_S	orthofinder_orthocluster	n_types_vars_in_species_orthogroup	n_species_orthogroup	description	biological_process_GO	molecular_function_GO	cellular_component_GO	fraction_clusters_w_selection	fraction_strains_w_selection	total_number_clusters	total_number_strains	significant_selection
Candida_auris	SNP	PEKT02000003_C_auris_B8441	762797	767770	gene-B9J08_001415		UBR2	0.7465116279069768	0.0	OG0001210	1	1	Ortholog(s) have ubiquitin protein ligase activity, ubiquitin-protein transferase activity	GO:0000209 (protein polyubiquitination), GO:0006357 (regulation of transcription by RNA polymerase II), GO:0006511 (ubiquitin-dependent protein catabolic process), GO:0071596 (ubiquitin-dependent protein catabolic process via the N-end rule pathway), GO:0071629 (cytoplasm protein quality control by the ubiquitin-proteasome system)	GO:0004842 (ubiquitin-protein transferase activity), GO:0008270 (zinc ion binding), GO:0061630 (ubiquitin protein ligase activity)	GO:0005634 (nucleus), GO:1990304 (MUB1-RAD6-UBR2 ubiquitin ligase complex)	0.75	0.7430555555555556	4	720	True
Candida_auris	SNP	PEKT02000001_C_auris_B8441	348521	353047	gene-B9J08_000164		PDR5	0.7128279883381924	0.0	OG0000009	1	2	Ortholog(s) have ATPase-coupled xenobiotic transmembrane transporter activity and role in cellular cation homeostasis, response to drug, xenobiotic detoxification by transmembrane export across the plasma membrane	GO:0030003 (cellular cation homeostasis), GO:0042493 (response to drug), GO:0055085 (transmembrane transport), GO:1990961 (xenobiotic detoxification by transmembrane export across the plasma membrane)	GO:0000166 (nucleotide binding), GO:0003924 (GTPase activity), GO:0005524 (ATP binding), GO:0005525 (GTP binding), GO:0008559 (ABC-type xenobiotic transporter activity), GO:0016887 (ATP hydrolysis activity), GO:0017111 (nucleoside-triphosphatase activity), GO:0042626 (ATPase-coupled transmembrane transporter activity), GO:0140359 (ABC-type transporter activity)	GO:0005886 (plasma membrane), GO:0016020 (membrane), GO:0016021 (integral component of membrane)	0.75	0.6791666666666667	4	720	True
Candida_auris	SNP	PEKT02000002_C_auris_B8441	678991	680916	gene-B9J08_000815		SPT8	0.6373801916932907	0.0	OG0002419	1	1	Ortholog(s) have TBP-class protein binding, transcription coregulator activity	GO:0000122 (negative regulation of transcription by RNA polymerase II), GO:0006325 (chromatin organization), GO:0016573 (histone acetylation), GO:0045944 (positive regulation of transcription by RNA polymerase II), GO:1900237 (positive regulation of induction of conjugation with cellular fusion)	GO:0003712 (transcription coregulator activity), GO:0005515 (protein binding), GO:0017025 (TBP-class protein binding)	GO:0000124 (SAGA complex), GO:0000790 (chromatin)	0.75	0.5541666666666667	4	720	True
Candida_auris	SNP	PEKT02000003_C_auris_B8441	394756	397842	gene-B9J08_001254		VNX1	0.6059602649006622	0.0	OG0001734	1	1	Ortholog(s) have calcium:proton antiporter activity, potassium:proton antiporter activity, sodium:proton antiporter activity and role in potassium ion transport, proton transmembrane transport, sodium ion transport	GO:0006812 (cation transport), GO:0006813 (potassium ion transport), GO:0006814 (sodium ion transport), GO:0055085 (transmembrane transport), GO:1902600 (proton transmembrane transport)	GO:0008324 (cation transmembrane transporter activity), GO:0015369 (calcium:proton antiporter activity), GO:0015385 (sodium:proton antiporter activity), GO:0015386 (potassium:proton antiporter activity)	GO:0000324 (fungal-type vacuole), GO:0000329 (fungal-type vacuole membrane), GO:0005789 (endoplasmic reticulum membrane), GO:0016021 (integral component of membrane), GO:1990816 (vacuole-mitochondrion membrane contact site)	0.75	0.5083333333333333	4	720	True
Candida_auris	SNP	PEKT02000003_C_auris_B8441	369967	372845	gene-B9J08_001239		SVL3	0.6049723756906077	0.0	OG0000589	1	1	Ortholog(s) have role in endocytosis	GO:0006897 (endocytosis)	GO:0016491 (oxidoreductase activity), GO:0016616 (oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor), GO:0050661 (NADP binding)		0.75	0.5069444444444444	4	720	True
Candida_auris	SNP	PEKT02000001_C_auris_B8441	763906	766299	gene-B9J08_000376			0.6039823008849557	0.0	OG0000716	1	1	Ortholog of C. albicans SC5314 : CR_05030W_A, C. dubliniensis CD36 : Cd36_30530, C. parapsilosis CDC317 : CPAR2_203340 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_117008				0.75	0.5055555555555555	4	720	True
Candida_auris	SNP	PEKT02000009_C_auris_B8441	814591	817197	gene-B9J08_004820	TAC1b		0.6039823008849557	0.0	OG0000058	1	1	Has domain(s) with predicted DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	GO:0006351 (transcription, DNA-templated), GO:0006355 (regulation of transcription, DNA-templated)	GO:0000981 (DNA-binding transcription factor activity, RNA polymerase II-specific), GO:0003677 (DNA binding), GO:0008270 (zinc ion binding)	GO:0005634 (nucleus), GO:0042025 (host cell nucleus)	0.75	0.5055555555555555	4	720	True
Candida_auris	SNP	PEKT02000010_C_auris_B8441	684121	686454	gene-B9J08_005217		PAT1	0.5941375422773394	0.0	OG0001937	1	1	Ortholog(s) have RNA binding, chromatin binding, mRNA binding activity	GO:0000290 (deadenylation-dependent decapping of nuclear-transcribed mRNA), GO:0001731 (formation of translation preinitiation complex), GO:0006446 (regulation of translational initiation), GO:0033962 (P-body assembly), GO:0045947 (negative regulation of translational initiation)	GO:0003682 (chromatin binding), GO:0003723 (RNA binding), GO:0003729 (mRNA binding)	GO:0000776 (kinetochore), GO:0000932 (P-body), GO:0005634 (nucleus), GO:0005737 (cytoplasm), GO:0010494 (cytoplasmic stress granule), GO:0022627 (cytosolic small ribosomal subunit), GO:1990726 (Lsm1-7-Pat1 complex)	0.5	0.7319444444444444	4	720	True
Candida_auris	SNP	PEKT02000001_C_auris_B8441	680096	685097	gene-B9J08_000336			0.5939597315436241	0.0	OG0000741	2	1	Ortholog of C. albicans SC5314 : C1_11200W_A, C. dubliniensis CD36 : Cd36_10510, C. parapsilosis CDC317 : CPAR2_209100 and Debaryomyces hansenii CBS767 : DEHA2B15334g				0.75	0.49166666666666664	4	720	True
Candida_auris	SNP	PEKT02000009_C_auris_B8441	522796	524475	gene-B9J08_004690			0.5876288659793815	0.0	OG0003780	1	1	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane localization	GO:0055085 (transmembrane transport)	GO:0022857 (transmembrane transporter activity)	GO:0016021 (integral component of membrane)	0.5	0.7125	4	720	True
Candida_auris	SNP	PEKT02000003_C_auris_B8441	26007	34541	gene-B9J08_001075		TEL1	0.5826727066817667	0.0	OG0000275	1	1	Ortholog(s) have protein kinase activity, protein serine/threonine kinase activity, telomeric DNA binding activity	GO:0000077 (DNA damage checkpoint signaling), GO:0000723 (telomere maintenance), GO:0006281 (DNA repair), GO:0006302 (double-strand break repair), GO:0006974 (cellular response to DNA damage stimulus), GO:0006975 (DNA damage induced protein phosphorylation), GO:0016310 (phosphorylation), GO:0016572 (histone phosphorylation), GO:0044773 (mitotic DNA damage checkpoint signaling), GO:0045739 (positive regulation of DNA repair), GO:0062209 (spatial regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination), GO:1904514 (positive regulation of initiation of premeiotic DNA replication), GO:1990853 (histone H2A SQE motif phosphorylation)	GO:0004672 (protein kinase activity), GO:0004674 (protein serine/threonine kinase activity), GO:0005515 (protein binding), GO:0016301 (kinase activity), GO:0042162 (telomeric DNA binding)		0.75	0.47638888888888886	4	720	True
Candida_auris	SNP	PEKT02000001_C_auris_B8441	103891	107106	gene-B9J08_000045		ISW2	0.5559440559440559	0.0	OG0000087	1	1	Ortholog(s) have DNA translocase activity, centromeric DNA binding, chromatin binding, single-stranded DNA binding activity	GO:0000183 (rDNA heterochromatin assembly), GO:0006338 (chromatin remodeling), GO:0006348 (chromatin silencing at telomere), GO:0006369 (termination of RNA polymerase II transcription), GO:0016584 (nucleosome positioning), GO:0043044 (ATP-dependent chromatin remodeling), GO:0046020 (negative regulation of transcription from RNA polymerase II promoter by pheromones), GO:0060195 (negative regulation of antisense RNA transcription)	GO:0003677 (DNA binding), GO:0003682 (chromatin binding), GO:0003697 (single-stranded DNA binding), GO:0004386 (helicase activity), GO:0005524 (ATP binding), GO:0015616 (DNA translocase activity), GO:0019237 (centromeric DNA binding), GO:0031491 (nucleosome binding), GO:0070615 (nucleosome-dependent ATPase activity)	GO:0005634 (nucleus), GO:0005880 (nuclear microtubule), GO:0008623 (CHRAC)	0.75	0.44166666666666665	4	720	True
Candida_auris	SNP	PEKT02000013_C_auris_B8441	15604	17145	gene-B9J08_005572			0.5533498759305211	0.0	OG0000148	1	2	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane localization	GO:0055085 (transmembrane transport)	GO:0022857 (transmembrane transporter activity)	GO:0016021 (integral component of membrane)	0.5	0.6194444444444445	4	720	True
Candida_auris	SNP	PEKT02000009_C_auris_B8441	578205	579110	gene-B9J08_004717			0.5443037974683543	0.0	OG0005353	1	1	Has domain(s) with predicted role in transport and integral component of membrane localization	GO:0006810 (transport)		GO:0016021 (integral component of membrane)	0.5	0.5972222222222222	4	720	True
Candida_auris	SNP	PEKT02000009_C_auris_B8441	575439	576809	gene-B9J08_004715		TRM5	0.5414012738853504	0.0	OG0001458	1	1	Ortholog(s) have tRNA (guanine-N1-)-methyltransferase activity, role in mitochondrial tRNA methylation, tRNA N1-guanine methylation and cytoplasm, mitochondrial matrix localization	GO:0002939 (tRNA N1-guanine methylation), GO:0030488 (tRNA methylation), GO:0070901 (mitochondrial tRNA methylation)	GO:0009019 (tRNA (guanine-N1-)-methyltransferase activity)	GO:0005737 (cytoplasm), GO:0005759 (mitochondrial matrix)	0.5	0.5902777777777778	4	720	True
Candida_auris	SNP	PEKT02000003_C_auris_B8441	427450	428598	gene-B9J08_001270		CST6	0.5378690629011554	0.0	OG0002013	1	2	Ortholog(s) have DNA-binding transcription activator activity, RNA polymerase II-specific, sequence-specific DNA binding activity	GO:0006355 (regulation of transcription, DNA-templated), GO:0043618 (regulation of transcription from RNA polymerase II promoter in response to stress), GO:0045944 (positive regulation of transcription by RNA polymerase II), GO:0061429 (positive regulation of transcription from RNA polymerase II promoter by oleic acid), GO:0071244 (cellular response to carbon dioxide), GO:0071400 (cellular response to oleic acid)	GO:0001228 (DNA-binding transcription activator activity, RNA polymerase II-specific), GO:0003700 (DNA-binding transcription factor activity), GO:0043565 (sequence-specific DNA binding)	GO:0005634 (nucleus), GO:0005829 (cytosol)	0.5	0.5819444444444445	4	720	True
Candida_auris	SNP	PEKT02000006_C_auris_B8441	524349	527177	gene-B9J08_002467		KAP104	0.518716577540107	0.0	OG0002147	1	1	Ortholog(s) have nuclear localization sequence binding activity, role in exit from mitosis, protein import into nucleus and cellular bud neck, cellular bud tip, cytosol, mitotic spindle midzone, nuclear periphery localization	GO:0006606 (protein import into nucleus), GO:0006886 (intracellular protein transport), GO:0010458 (exit from mitosis)	GO:0008139 (nuclear localization sequence binding), GO:0008536 (small GTPase binding), GO:0031267 (small GTPase binding)	GO:0005643 (nuclear pore), GO:0005829 (cytosol), GO:0005934 (cellular bud tip), GO:0005935 (cellular bud neck), GO:0034399 (nuclear periphery), GO:1990023 (mitotic spindle midzone)	0.5	0.5388888888888889	4	720	True
Candida_auris	SNP	PEKT02000010_C_auris_B8441	96467	98537	gene-B9J08_004936		CRN1	0.5141700404858299	0.0	OG0001300	1	3	Ortholog(s) have Arp2/3 complex binding, actin filament binding, microtubule binding, protein-macromolecule adaptor activity	GO:0007015 (actin filament organization), GO:0007017 (microtubule-based process), GO:0034316 (negative regulation of Arp2/3 complex-mediated actin nucleation), GO:0051666 (actin cortical patch localization), GO:2000601 (positive regulation of Arp2/3 complex-mediated actin nucleation)	GO:0005515 (protein binding), GO:0008017 (microtubule binding), GO:0030674 (protein-macromolecule adaptor activity), GO:0051015 (actin filament binding), GO:0071933 (Arp2/3 complex binding)	GO:0030139 (endocytic vesicle), GO:0030479 (actin cortical patch), GO:0051286 (cell tip), GO:0110085 (mitotic actomyosin contractile ring), GO:1990819 (actin fusion focus)	0.5	0.5291666666666667	4	720	True
Candida_auris	SNP	PEKT02000007_C_auris_B8441	1920603	1921635	gene-B9J08_003524		TDA5	0.5135135135135136	0.0	OG0002660	1	1	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	GO:0008152 (metabolic process)	GO:0016491 (oxidoreductase activity)		0.5	0.5277777777777778	4	720	True
Candida_auris	SNP	PEKT02000003_C_auris_B8441	392135	392611	gene-B9J08_001251		MRPL25	0.5128552097428958	0.0	OG0003583	1	2	Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization		GO:0003735 (structural constituent of ribosome)	GO:0005762 (mitochondrial large ribosomal subunit)	0.5	0.5263888888888889	4	720	True
Candida_auris	SNP	PEKT02000001_C_auris_B8441	509526	511136	gene-B9J08_000241		TFC6	0.5121951219512195	0.0	OG0002186	1	1	Ortholog(s) have RNA polymerase III type 1 promoter sequence-specific DNA binding, RNA polymerase III type 2 promoter sequence-specific DNA binding activity	GO:0006383 (transcription by RNA polymerase III), GO:0042791 (5S class rRNA transcription by RNA polymerase III)	GO:0001002 (RNA polymerase III type 1 promoter sequence-specific DNA binding), GO:0001003 (RNA polymerase III type 2 promoter sequence-specific DNA binding), GO:0005515 (protein binding)	GO:0000127 (transcription factor TFIIIC complex)	0.5	0.525	4	720	True
Candida_auris	SNP	PEKT02000004_C_auris_B8441	558281	560842	gene-B9J08_001787			0.5115332428765265	0.0	OG0003746	1	1	Has domain(s) with predicted DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity, role in regulation of transcription, DNA-templated and host cell nucleus, nucleus localization	GO:0006355 (regulation of transcription, DNA-templated)	GO:0000981 (DNA-binding transcription factor activity, RNA polymerase II-specific), GO:0008270 (zinc ion binding)	GO:0005634 (nucleus), GO:0042025 (host cell nucleus)	0.5	0.5236111111111111	4	720	True
Candida_auris	SNP	PEKT02000003_C_auris_B8441	219797	220765	gene-B9J08_001166		SNP1	0.5108695652173914	0.0	OG0000618	1	1	Ortholog(s) have U1 snRNA binding, mRNA binding activity, role in mRNA splicing, via spliceosome and U1 snRNP, U2-type prespliceosome, commitment complex localization	GO:0000398 (mRNA splicing, via spliceosome)	GO:0000166 (nucleotide binding), GO:0003676 (nucleic acid binding), GO:0003729 (mRNA binding), GO:0030619 (U1 snRNA binding)	GO:0000243 (commitment complex), GO:0005685 (U1 snRNP), GO:0071004 (U2-type prespliceosome)	0.5	0.5222222222222223	4	720	True
Candida_auris	SNP	PEKT02000007_C_auris_B8441	1281695	1284277	gene-B9J08_003227		WAR1	0.5102040816326531	0.0	OG0002787	1	1	Ortholog(s) have sequence-specific DNA binding activity, role in positive regulation of transcription from RNA polymerase II promoter in response to acidic pH and nucleus localization	GO:0006355 (regulation of transcription, DNA-templated), GO:0061402 (positive regulation of transcription from RNA polymerase II promoter in response to acidic pH)	GO:0000981 (DNA-binding transcription factor activity, RNA polymerase II-specific), GO:0008270 (zinc ion binding), GO:0043565 (sequence-specific DNA binding)	GO:0005634 (nucleus), GO:0042025 (host cell nucleus)	0.5	0.5208333333333334	4	720	True
Candida_auris	SNP	PEKT02000010_C_auris_B8441	1112463	1113734	gene-B9J08_005404		CST26	0.5095367847411445	0.0	OG0000926	1	1	Ortholog(s) have transferase activity, transferring acyl groups activity and role in phosphatidylinositol acyl-chain remodeling	GO:0036149 (phosphatidylinositol acyl-chain remodeling)	GO:0016746 (acyltransferase activity)		0.5	0.5194444444444445	4	720	True
Candida_auris	SNP	PEKT02000003_C_auris_B8441	910912	914232	gene-B9J08_001476		PRP22	0.5075239398084815	0.0	OG0003080	1	1	Ortholog(s) have RNA helicase activity, second spliceosomal transesterification activity and role in generation of catalytic spliceosome for second transesterification step, spliceosomal complex disassembly	GO:0000350 (generation of catalytic spliceosome for second transesterification step), GO:0000390 (spliceosomal complex disassembly)	GO:0000166 (nucleotide binding), GO:0000386 (second spliceosomal transesterification activity), GO:0003676 (nucleic acid binding), GO:0003723 (RNA binding), GO:0003724 (RNA helicase activity), GO:0004386 (helicase activity), GO:0005524 (ATP binding)	GO:0071007 (U2-type catalytic step 2 spliceosome), GO:0071021 (U2-type post-spliceosomal complex)	0.5	0.5152777777777777	4	720	True
Candida_auris	SNP	PEKT02000001_C_auris_B8441	588989	592321	gene-B9J08_000288		PKC1	0.5061728395061729	0.0	OG0003253	1	1	Ortholog(s) have protein kinase C activity	GO:0006468 (protein phosphorylation), GO:0007165 (signal transduction), GO:0009272 (fungal-type cell wall biogenesis), GO:0009612 (response to mechanical stimulus), GO:0010606 (positive regulation of cytoplasmic mRNA processing body assembly), GO:0030242 (autophagy of peroxisome), GO:0032186 (cellular bud neck septin ring organization), GO:0035556 (intracellular signal transduction), GO:0060211 (regulation of nuclear-transcribed mRNA poly(A) tail shortening), GO:0060237 (regulation of fungal-type cell wall organization), GO:0070610 (regulation of fungal-type cell wall (1->3)-alpha-glucan biosynthetic process), GO:0090334 (regulation of cell wall (1->3)-beta-D-glucan biosynthetic process), GO:2000769 (regulation of establishment or maintenance of cell polarity regulating cell shape)	GO:0004672 (protein kinase activity), GO:0004674 (protein serine/threonine kinase activity), GO:0004697 (protein kinase C activity), GO:0004713 (protein tyrosine kinase activity), GO:0005524 (ATP binding)	GO:0000935 (division septum), GO:0005634 (nucleus), GO:0005737 (cytoplasm), GO:0005856 (cytoskeleton), GO:0030427 (site of polarized growth)	0.5	0.5125	4	720	True
Candida_auris	SNP	PEKT02000002_C_auris_B8441	227685	231428	gene-B9J08_000611		UBP12	0.5061728395061729	0.0	OG0003309	1	1	Ortholog(s) have thiol-dependent ubiquitin-specific protease activity, role in negative regulation of mitochondrial fusion, protein deubiquitination and nucleus localization	GO:0006511 (ubiquitin-dependent protein catabolic process), GO:0010637 (negative regulation of mitochondrial fusion), GO:0016579 (protein deubiquitination)	GO:0004843 (thiol-dependent deubiquitinase)	GO:0005634 (nucleus)	0.5	0.5125	4	720	True
Candida_auris	SNP	PEKT02000009_C_auris_B8441	584302	585876	gene-B9J08_004719		JIP5	0.5061728395061729	0.0	OG0000806	1	1	Ortholog(s) have role in ribosomal large subunit biogenesis	GO:0042273 (ribosomal large subunit biogenesis)	GO:0005515 (protein binding)		0.5	0.5125	4	720	True
Candida_auris	SNP	PEKT02000009_C_auris_B8441	797647	799188	gene-B9J08_004813		PRP9	0.5061728395061729	0.0	OG0003186	1	1	Ortholog(s) have RNA binding activity, role in mRNA 5'-splice site recognition, mRNA splicing, via spliceosome and U2-type prespliceosome localization	GO:0000395 (mRNA 5'-splice site recognition), GO:0000398 (mRNA splicing, via spliceosome)	GO:0003723 (RNA binding), GO:0008270 (zinc ion binding)	GO:0005681 (spliceosomal complex), GO:0071004 (U2-type prespliceosome)	0.5	0.5125	4	720	True
Candida_auris	SNP	PEKT02000002_C_auris_B8441	1043004	1044467	gene-B9J08_000976		LPD1	0.5054945054945055	0.0	OG0003136	1	1	Ortholog(s) have dihydrolipoyl dehydrogenase activity, glycine dehydrogenase (decarboxylating) activity, oxoglutarate dehydrogenase (succinyl-transferring) activity, pyruvate dehydrogenase activity	GO:0006090 (pyruvate metabolic process), GO:0006103 (2-oxoglutarate metabolic process), GO:0006546 (glycine catabolic process), GO:0006550 (isoleucine catabolic process), GO:0006552 (leucine catabolic process), GO:0006564 (L-serine biosynthetic process), GO:0006574 (valine catabolic process), GO:0042743 (hydrogen peroxide metabolic process), GO:0045454 (cell redox homeostasis)	GO:0004148 (dihydrolipoyl dehydrogenase activity), GO:0004375 (glycine dehydrogenase (decarboxylating) activity), GO:0004591 (oxoglutarate dehydrogenase (succinyl-transferring) activity), GO:0004738 (pyruvate dehydrogenase activity), GO:0016491 (oxidoreductase activity), GO:0016668 (oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor), GO:0050660 (flavin adenine dinucleotide binding)	GO:0005576 (extracellular region), GO:0005960 (glycine cleavage complex), GO:0005967 (mitochondrial pyruvate dehydrogenase complex), GO:0009353 (mitochondrial oxoglutarate dehydrogenase complex), GO:0042645 (mitochondrial nucleoid)	0.5	0.5111111111111111	4	720	True
Candida_auris	SNP	PEKT02000003_C_auris_B8441	459332	460558	gene-B9J08_001283		RPA49	0.5054945054945055	0.0	OG0002963	1	1	Ortholog(s) have RNA polymerase I activity and role in nucleolar large rRNA transcription by RNA polymerase I, transcription by RNA polymerase I, transcription elongation from RNA polymerase I promoter	GO:0006351 (transcription, DNA-templated), GO:0006360 (transcription by RNA polymerase I), GO:0006362 (transcription elongation from RNA polymerase I promoter), GO:0042790 (nucleolar large rRNA transcription by RNA polymerase I)	GO:0001054 (RNA polymerase I activity), GO:0003677 (DNA binding)	GO:0005730 (nucleolus), GO:0005736 (RNA polymerase I complex), GO:0042025 (host cell nucleus)	0.5	0.5111111111111111	4	720	True
Candida_auris	SNP	PEKT02000010_C_auris_B8441	46398	47534	gene-B9J08_004911			0.5054945054945055	0.0	OG0004328	1	1	Ortholog of C. albicans SC5314 : CR_08620C_A, C. dubliniensis CD36 : Cd36_34210, C. parapsilosis CDC317 : CPAR2_205590 and Candida tenuis NRRL Y-1498 : cten_CGOB_00133				0.5	0.5111111111111111	4	720	True
Candida_auris	SNP	PEKT02000007_C_auris_B8441	2546378	2547265	gene-B9J08_003810			0.5048143053645117	0.0	OG0000501	1	1	Ortholog of C. albicans SC5314 : C2_09980W_A, C. dubliniensis CD36 : Cd36_24050, C. parapsilosis CDC317 : CPAR2_405150 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_133104				0.5	0.5097222222222222	4	720	True
Candida_auris	SNP	PEKT02000010_C_auris_B8441	245261	248779	gene-B9J08_005008		UTP22	0.5048143053645117	0.0	OG0003066	1	1	Ortholog(s) have role in rRNA processing, tRNA export from nucleus and CURI complex, UTP-C complex, nucleolus, small-subunit processome localization	GO:0006364 (rRNA processing), GO:0006409 (tRNA export from nucleus)		GO:0005730 (nucleolus), GO:0032040 (small-subunit processome), GO:0032545 (CURI complex), GO:0034456 (UTP-C complex)	0.5	0.5097222222222222	4	720	True
Candida_auris	SNP	PEKT02000010_C_auris_B8441	1342489	1345833	gene-B9J08_005511		URB2	0.5048143053645117	0.0	OG0002418	1	1	Ortholog(s) have role in rRNA metabolic process, ribosome biogenesis and nucleolus localization	GO:0016072 (rRNA metabolic process), GO:0042254 (ribosome biogenesis)		GO:0005730 (nucleolus)	0.5	0.5097222222222222	4	720	True
Candida_auris	SNP	PEKT02000002_C_auris_B8441	1193767	1194725	gene-B9J08_001043			0.5041322314049587	0.0	OG0004126	1	1	Ortholog of C. albicans SC5314 : C1_01610C_A, C. dubliniensis CD36 : Cd36_01480, C. parapsilosis CDC317 : CPAR2_109380 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_112177				0.5	0.5083333333333333	4	720	True
Candida_auris	SNP	PEKT02000009_C_auris_B8441	392331	393713	gene-B9J08_004630		NUP49	0.5041322314049587	0.0	OG0002906	1	2	Ortholog(s) have structural constituent of nuclear pore activity	GO:0000055 (ribosomal large subunit export from nucleus), GO:0006409 (tRNA export from nucleus), GO:0006606 (protein import into nucleus), GO:0010389 (regulation of G2/M transition of mitotic cell cycle), GO:0016973 (poly(A)+ mRNA export from nucleus)	GO:0017056 (structural constituent of nuclear pore)	GO:0005643 (nuclear pore), GO:0034399 (nuclear periphery), GO:0044613 (nuclear pore central transport channel)	0.5	0.5083333333333333	4	720	True
Candida_auris	SNP	PEKT02000002_C_auris_B8441	773454	774953	gene-B9J08_000859			0.503448275862069	0.0	OG0006137	1	1	Protein of unknown function				0.5	0.5069444444444444	4	720	True
Candida_auris	SNP	PEKT02000006_C_auris_B8441	201188	202888	gene-B9J08_002321		ARX1	0.5020746887966805	0.0	OG0001066	1	1	Ortholog(s) have role in ribosomal large subunit export from nucleus and cytoplasm, nucleolus, nucleoplasm, nucleus, preribosome, large subunit precursor localization	GO:0000055 (ribosomal large subunit export from nucleus)		GO:0005634 (nucleus), GO:0005654 (nucleoplasm), GO:0005730 (nucleolus), GO:0005737 (cytoplasm), GO:0030687 (preribosome, large subunit precursor)	0.5	0.5041666666666667	4	720	True
Candida_auris	SNP	PEKT02000007_C_auris_B8441	1829947	1832973	gene-B9J08_003479		DAL81	0.5020746887966805	0.0	OG0003488	1	1	Ortholog(s) have DNA-binding transcription factor activity, RNA polymerase II-specific, transcription coactivator activity	GO:0001080 (nitrogen catabolite activation of transcription from RNA polymerase II promoter), GO:0006351 (transcription, DNA-templated), GO:0006355 (regulation of transcription, DNA-templated), GO:0019740 (nitrogen utilization), GO:0045848 (positive regulation of nitrogen utilization), GO:0045944 (positive regulation of transcription by RNA polymerase II), GO:0051123 (RNA polymerase II preinitiation complex assembly), GO:1901714 (positive regulation of urea catabolic process), GO:1901717 (positive regulation of gamma-aminobutyric acid catabolic process)	GO:0000981 (DNA-binding transcription factor activity, RNA polymerase II-specific), GO:0003677 (DNA binding), GO:0003713 (transcription coactivator activity), GO:0008270 (zinc ion binding)	GO:0005634 (nucleus), GO:0042025 (host cell nucleus)	0.5	0.5041666666666667	4	720	True
Candida_auris	SNP	PEKT02000010_C_auris_B8441	120216	122537	gene-B9J08_004948		VPS27	0.5020746887966805	0.0	OG0001498	1	1	Ortholog(s) have phosphatidylinositol-3-phosphate binding, ubiquitin binding activity	GO:0006623 (protein targeting to vacuole), GO:0006897 (endocytosis), GO:0016237 (lysosomal microautophagy), GO:0031321 (ascospore-type prospore assembly), GO:0043328 (protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway), GO:0045053 (protein retention in Golgi apparatus), GO:0045324 (late endosome to vacuole transport), GO:0120113 (cytoplasm to vacuole transport by the NVT pathway), GO:1904669 (ATP export)	GO:0032266 (phosphatidylinositol-3-phosphate binding), GO:0035091 (phosphatidylinositol binding), GO:0043130 (ubiquitin binding), GO:0046872 (metal ion binding)	GO:0000329 (fungal-type vacuole membrane), GO:0005628 (prospore membrane), GO:0005768 (endosome), GO:0005774 (vacuolar membrane), GO:0033565 (ESCRT-0 complex)	0.5	0.5041666666666667	4	720	True
Candida_auris	SNP	PEKT02000007_C_auris_B8441	66700	68979	gene-B9J08_002617		FLC3	0.5013850415512465	0.0	OG0000551	1	1	Ortholog(s) have role in sphingolipid biosynthetic process and endoplasmic reticulum localization	GO:0030148 (sphingolipid biosynthetic process)		GO:0005783 (endoplasmic reticulum)	0.5	0.5027777777777778	4	720	True
Candida_auris	SNP	PEKT02000007_C_auris_B8441	1483030	1485621	gene-B9J08_003315		IML2	0.5013850415512465	0.0	OG0000659	1	1	Ortholog(s) have role in cellular response to misfolded protein	GO:0071218 (cellular response to misfolded protein)	GO:0005515 (protein binding)		0.5	0.5027777777777778	4	720	True
Candida_auris	SNP	PEKT02000007_C_auris_B8441	2839075	2841864	gene-B9J08_003944		RPG1	0.5006934812760055	0.0	OG0003644	1	1	Ortholog(s) have translation initiation factor activity and role in translation reinitiation, translational initiation	GO:0002188 (translation reinitiation), GO:0006413 (translational initiation)	GO:0003743 (translation initiation factor activity)	GO:0000131 (incipient cellular bud site), GO:0005852 (eukaryotic translation initiation factor 3 complex), GO:0010494 (cytoplasmic stress granule), GO:0016282 (eukaryotic 43S preinitiation complex), GO:0043614 (multi-eIF complex), GO:0071540 (eukaryotic translation initiation factor 3 complex, eIF3e), GO:0071541 (eukaryotic translation initiation factor 3 complex, eIF3m)	0.5	0.5013888888888889	4	720	True
